Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG_Per,3P,3PA,3P_Per,2P,2PA,2P_Per,eFG_Per,FT,FTA,FT_Per,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
120,Derrick Favors\favorde01,C,28,NOP,3,3,20.3,4.3,7.0,.619,0.0,0.3,.000,4.3,6.7,.650,.619,0.0,0.0,,2.3,4.0,6.3,2.0,0.3,0.3,2.3,3.0,8.7
121,Terrance Ferguson\fergute01,SG,21,OKC,6,6,22.3,1.0,2.7,.375,0.5,1.7,.300,0.5,1.0,.500,.469,0.3,0.3,1.000,0.7,1.5,2.2,1.0,0.5,0.3,0.8,2.7,2.8
122,Bruno Fernando\fernabr01,C,21,ATL,5,0,11.0,2.2,3.6,.611,0.4,1.0,.400,1.8,2.6,.692,.667,0.4,1.2,.333,1.2,1.8,3.0,1.2,0.2,0.6,0.6,1.4,5.2
123,Yogi Ferrell\ferreyo01,PG,26,SAC,4,0,5.3,1.0,2.5,.400,0.3,1.0,.250,0.8,1.5,.500,.450,0.8,1.0,.750,0.0,0.5,0.5,0.8,0.3,0.0,0.3,0.0,3.0
124,Dorian Finney-Smith\finnedo01,PF,26,DAL,6,3,26.8,3.0,6.7,.450,1.0,3.3,.300,2.0,3.3,.600,.525,1.7,2.5,.667,2.7,3.8,6.5,0.7,0.8,0.2,1.2,2.2,8.7
125,Bryn Forbes\forbebr01,SG,26,SAS,6,6,28.7,4.8,11.8,.408,2.5,7.0,.357,2.3,4.8,.483,.514,2.0,2.0,1.000,0.5,3.0,3.5,1.3,0.7,0.0,0.7,1.7,14.2
126,Evan Fournier\fournev01,SG,27,ORL,6,6,27.2,6.5,13.7,.476,1.8,5.7,.324,4.7,8.0,.583,.543,2.0,2.5,.800,0.2,3.0,3.2,2.8,0.7,0.2,2.3,1.7,16.8
127,De'Aaron Fox\foxde01,PG,22,SAC,7,7,32.1,6.0,14.6,.412,1.3,3.9,.333,4.7,10.7,.440,.456,5.3,7.3,.725,0.4,3.1,3.6,6.3,0.7,0.4,3.6,3.0,18.6
128,Melvin Frazier\frazime01,SG,23,ORL,1,0,6.0,1.0,5.0,.200,0.0,1.0,.000,1.0,4.0,.250,.200,0.0,0.0,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0
129,Tim Frazier\fraziti01,PG,29,DET,6,4,15.5,1.3,5.2,.258,0.5,1.7,.300,0.8,3.5,.238,.306,1.0,1.3,.750,0.3,0.8,1.2,3.3,0.8,0.0,1.0,2.3,4.2
130,Markelle Fultz\fultzma01,SG,21,ORL,6,1,23.2,4.2,8.8,.472,0.5,2.7,.188,3.7,6.2,.595,.500,0.8,1.2,.714,0.7,1.2,1.8,3.3,1.0,0.0,1.7,2.3,9.7
131,Wenyen Gabriel\gabriwe01,PF,22,SAC,5,0,6.8,0.6,2.4,.250,0.2,1.2,.167,0.4,1.2,.333,.292,0.8,1.4,.571,0.6,0.6,1.2,0.6,0.2,0.2,0.6,0.8,2.2
132,Daniel Gafford\gaffoda01,PF,21,CHI,1,0,2.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
133,Danilo Gallinari\gallida01,PF,31,OKC,6,6,29.0,5.7,12.5,.453,2.8,6.5,.436,2.8,6.0,.472,.567,3.8,3.8,1.000,0.3,4.5,4.8,1.3,0.5,0.2,1.2,1.7,18.0
134,Langston Galloway\gallola01,SG,28,DET,7,0,23.6,2.7,7.1,.380,1.6,3.9,.407,1.1,3.3,.348,.490,2.7,3.0,.905,0.3,2.1,2.4,1.3,0.9,0.3,0.7,1.1,9.7
135,Darius Garland\garlada01,PG,20,CLE,6,6,26.8,3.2,10.2,.311,1.2,4.0,.292,2.0,6.2,.324,.369,0.7,1.0,.667,0.3,0.8,1.2,3.7,0.7,0.0,2.5,1.3,8.2
136,Marc Gasol\gasolma01,C,35,TOR,6,6,25.8,2.2,6.8,.317,1.2,3.2,.368,1.0,3.7,.273,.402,0.8,1.0,.833,1.0,6.5,7.5,2.2,0.0,0.3,1.3,3.5,6.3
137,Rudy Gay\gayru01,PF,33,SAS,6,0,23.0,4.3,9.0,.481,1.2,4.0,.292,3.2,5.0,.633,.546,1.8,2.5,.733,1.7,6.2,7.8,2.7,0.3,0.5,1.7,1.3,11.7
138,Taj Gibson\gibsota01,C,34,NYK,5,0,10.0,0.8,2.6,.308,0.0,0.6,.000,0.8,2.0,.400,.308,0.4,0.4,1.000,0.6,1.4,2.0,0.6,0.2,0.2,0.8,1.0,2.0
139,Shai Gilgeous-Alexander\gilgesh01,SG,21,OKC,6,6,35.0,7.8,17.0,.461,1.8,4.8,.379,6.0,12.2,.493,.515,4.3,6.2,.703,1.2,6.0,7.2,3.3,0.7,1.0,1.8,1.5,21.8
140,Rudy Gobert\goberru01,C,27,UTA,7,7,33.7,3.7,6.0,.619,0.0,0.0,,3.7,6.0,.619,.619,3.4,5.3,.649,1.9,10.1,12.0,0.9,1.0,1.0,2.9,3.3,10.9
141,Aaron Gordon\gordoaa01,PF,24,ORL,6,6,29.7,4.2,10.3,.403,1.2,3.5,.333,3.0,6.8,.439,.460,1.8,3.0,.611,1.8,4.5,6.3,3.0,0.8,0.7,1.0,2.3,11.3
142,Eric Gordon\gordoer01,SG,31,HOU,6,1,30.3,3.3,12.2,.274,1.8,8.5,.216,1.5,3.7,.409,.349,0.8,1.2,.714,0.3,0.8,1.2,0.8,0.7,0.2,0.7,2.0,9.3
143,Devonte' Graham\grahade01,PG,24,CHO,6,0,29.3,4.3,10.5,.413,2.8,6.0,.472,1.5,4.5,.333,.548,2.8,3.2,.895,0.7,3.2,3.8,6.8,0.2,0.2,2.7,1.7,14.3
144,Treveon Graham\grahatr01,SG,26,MIN,5,5,22.6,2.2,7.4,.297,0.4,2.8,.143,1.8,4.6,.391,.324,1.4,1.4,1.000,0.8,2.6,3.4,1.4,1.0,0.0,0.4,2.0,6.2
145,Jerami Grant\grantje01,PF,25,DEN,6,0,23.3,3.0,7.2,.419,0.7,3.2,.211,2.3,4.0,.583,.465,1.3,2.2,.615,1.0,2.2,3.2,0.8,0.3,0.3,1.3,2.0,8.0
146,Danny Green\greenda02,SG,32,LAL,6,6,27.3,4.0,8.5,.471,2.7,5.5,.485,1.3,3.0,.444,.627,0.5,0.8,.600,0.5,2.3,2.8,0.8,1.3,0.3,0.8,3.2,11.2
147,Draymond Green\greendr01,PF,29,GSW,5,5,28.8,3.6,8.4,.429,0.8,2.6,.308,2.8,5.8,.483,.476,1.4,2.0,.700,0.8,7.0,7.8,5.2,1.4,0.0,1.4,2.2,9.4
148,JaMychal Green\greenja01,PF,29,LAC,7,0,20.9,3.3,6.1,.535,2.4,4.4,.548,0.9,1.7,.500,.733,1.3,1.4,.900,1.0,3.9,4.9,0.3,0.3,0.3,0.6,3.1,10.3
149,Javonte Green\greenja02,SG,26,BOS,3,0,1.3,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.7,.000,0.0,0.3,0.3,0.3,0.0,0.0,0.0,0.0,0.0
150,Jeff Green\greenje02,PF,33,UTA,7,1,19.0,2.0,5.4,.368,1.4,3.1,.455,0.6,2.3,.250,.500,1.0,1.7,.583,0.0,1.6,1.6,0.6,0.7,0.4,1.0,1.6,6.4
151,Marko Guduric\gudurma01,SG,24,MEM,5,0,16.4,1.6,5.0,.320,0.2,2.4,.083,1.4,2.6,.538,.340,0.6,0.6,1.000,0.8,2.4,3.2,1.6,0.0,0.2,1.4,0.8,4.0
152,Rui Hachimura\hachiru01,SF,21,WAS,5,5,31.0,6.8,15.0,.453,0.6,2.6,.231,6.2,12.4,.500,.473,1.0,1.0,1.000,2.2,3.8,6.0,1.0,0.4,0.2,1.0,1.4,15.2
153,Tim Hardaway\hardati02,SG,27,DAL,6,0,22.8,3.3,9.0,.370,1.7,5.5,.303,1.7,3.5,.476,.463,1.7,2.0,.833,0.3,2.0,2.3,1.5,0.2,0.0,0.5,2.2,10.0
154,James Harden\hardeja01,SG,30,HOU,6,6,35.0,8.7,23.3,.371,2.8,13.2,.215,5.8,10.2,.574,.432,15.2,15.8,.958,1.0,3.3,4.3,7.7,0.8,0.3,5.7,3.8,35.3
155,Maurice Harkless\harklma01,PF,26,LAC,7,0,20.7,2.4,4.4,.548,0.4,1.3,.333,2.0,3.1,.636,.597,0.3,0.6,.500,0.6,2.4,3.0,0.9,1.6,0.4,0.9,3.9,5.6
156,Jared Harper\harpeja01,PG,22,PHO,1,0,2.0,0.0,1.0,.000,0.0,1.0,.000,0.0,0.0,,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
157,Montrezl Harrell\harremo01,C,26,LAC,7,0,28.0,7.6,10.3,.736,0.0,0.0,,7.6,10.3,.736,.736,4.1,6.3,.659,2.3,3.6,5.9,2.0,0.6,0.7,2.4,2.9,19.3
158,Gary Harris\harriga01,SG,25,DEN,6,6,32.5,4.5,10.7,.422,1.8,5.0,.367,2.7,5.7,.471,.508,1.8,2.3,.786,0.3,3.2,3.5,1.7,1.3,0.2,1.7,2.2,12.7
159,Joe Harris\harrijo01,SG,28,BRK,6,6,33.7,5.3,9.7,.552,3.3,5.8,.571,2.0,3.8,.522,.724,0.3,0.5,.667,0.8,3.0,3.8,1.5,0.8,0.2,1.8,2.8,14.3
160,Tobias Harris\harrito02,SF,27,PHI,5,5,36.2,7.6,14.4,.528,1.8,5.0,.360,5.8,9.4,.617,.590,2.6,3.2,.813,0.6,8.0,8.6,3.0,1.4,0.4,2.4,3.6,19.6
161,Shaquille Harrison\harrish01,PG,26,CHI,3,0,5.7,0.7,2.3,.286,0.0,0.0,,0.7,2.3,.286,.286,1.3,2.0,.667,0.0,1.3,1.3,0.3,0.0,0.3,0.0,0.7,2.7
162,Josh Hart\hartjo01,SF,24,NOP,6,2,29.3,4.5,9.7,.466,2.3,5.8,.400,2.2,3.8,.565,.586,2.2,2.3,.929,1.8,5.8,7.7,1.2,1.0,0.7,1.3,2.8,13.5
163,Jaxson Hayes\hayesja02,C,19,NOP,3,0,15.7,4.3,6.0,.722,0.0,0.3,.000,4.3,5.7,.765,.722,0.7,1.7,.400,1.7,1.7,3.3,1.3,0.7,0.3,0.3,4.0,9.3
164,Gordon Hayward\haywago01,SF,29,BOS,5,5,34.4,6.2,13.0,.477,2.0,3.6,.556,4.2,9.4,.447,.554,2.2,2.8,.786,0.8,6.8,7.6,3.6,0.8,0.2,2.4,2.2,16.6
165,John Henson\hensojo01,PF,29,CLE,1,0,8.0,1.0,2.0,.500,0.0,1.0,.000,1.0,1.0,1.000,.500,1.0,6.0,.167,2.0,1.0,3.0,0.0,2.0,2.0,1.0,0.0,3.0
