Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG_Per,3P,3PA,3P_Per,2P,2PA,2P_Per,eFG_Per,FT,FTA,FT_Per,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Owned,ER3,TER3
266,Khris Middleton\middlkh01,SF,28,MIL,6,6,31.2,6.8,13.7,.500,2.5,6.5,.385,4.3,7.2,.605,.591,2.2,2.7,.813,0.8,5.2,6.0,3.0,0.5,0.2,2.3,2.8,18.3,0,98.416,80.479
267,Malcolm Miller\millema01,SG,26,TOR,1,0,5.0,0.0,1.0,.000,0.0,1.0,.000,0.0,0.0,,.000,0.0,0.0,,0.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0,-0.120,-0.120
268,Patty Mills\millspa02,PG,31,SAS,6,0,20.3,3.7,8.3,.440,2.3,5.2,.452,1.3,3.2,.421,.580,1.5,1.8,.818,0.3,1.2,1.5,2.0,1.0,0.0,1.7,2.7,11.2,0,63.371,50.113
269,Paul Millsap\millspa01,PF,34,DEN,6,6,25.5,3.8,8.8,.434,1.2,2.8,.412,2.7,6.0,.444,.500,2.8,3.0,.944,1.3,4.0,5.3,0.7,0.7,0.7,0.8,2.8,11.7,0,73.701,67.462
270,Shake Milton\miltosh01,SG,23,PHI,3,0,8.7,2.0,4.0,.500,1.3,3.0,.444,0.7,1.0,.667,.667,1.0,1.3,.750,0.0,0.7,0.7,1.0,0.0,0.0,1.3,1.7,6.3,0,28.931,18.793
271,Donovan Mitchell\mitchdo01,SG,23,UTA,7,7,33.9,9.4,18.1,.520,1.7,3.9,.444,7.7,14.3,.540,.567,5.1,6.6,.783,0.9,3.9,4.7,3.3,2.0,0.1,1.4,3.0,25.7,0,124.607,113.689
272,Malik Monk\monkma01,SG,21,CHO,6,0,18.7,3.5,7.0,.500,1.2,3.5,.333,2.3,3.5,.667,.583,0.0,0.0,,0.2,1.5,1.7,2.0,0.3,0.2,1.8,2.0,8.2,0,48.977,34.939
273,E'Twaun Moore\mooreet01,SG,30,NOP,1,0,12.0,2.0,7.0,.286,1.0,3.0,.333,1.0,4.0,.250,.357,0.0,0.0,,1.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,5.0,0,11.591,11.591
274,Ja Morant\moranja01,PG,20,MEM,5,5,28.0,7.4,14.4,.514,1.0,2.0,.500,6.4,12.4,.516,.549,3.0,3.8,.789,0.8,2.6,3.4,5.4,1.6,0.4,4.8,2.6,18.8,0,111.907,74.473
275,Marcus Morris\morrima03,PF,30,NYK,7,7,34.0,5.4,13.0,.418,2.4,5.0,.486,3.0,8.0,.375,.511,4.6,5.4,.842,0.9,4.6,5.4,1.0,1.1,1.0,1.7,3.7,17.9,0,99.643,86.385
276,Markieff Morris\morrima02,PF,30,DET,7,7,28.6,4.4,10.1,.437,1.3,3.9,.333,3.1,6.3,.500,.500,1.4,2.1,.667,0.6,3.6,4.1,1.6,0.7,0.1,2.6,2.9,11.6,0,48.899,28.622
277,Monte Morris\morrimo01,PG,24,DEN,6,0,15.8,2.3,7.0,.333,0.5,0.8,.600,1.8,6.2,.297,.369,1.0,1.2,.857,0.0,1.2,1.2,2.8,0.3,0.0,0.5,0.3,6.2,0,18.403,14.503
278,Johnathan Motley\motlejo01,PF,24,LAC,2,0,2.0,0.5,1.5,.333,0.5,0.5,1.000,0.0,1.0,.000,.500,0.0,0.0,,0.5,0.5,1.0,1.0,0.0,0.0,1.0,0.5,1.5,0,10.837,3.039
279,Emmanuel Mudiay\mudiaem01,PG,23,UTA,6,0,18.3,3.8,8.2,.469,0.3,1.8,.182,3.5,6.3,.553,.490,1.0,1.3,.750,0.2,2.2,2.3,3.5,0.5,0.5,2.3,1.5,9.0,0,54.347,36.410
280,Dejounte Murray\murrade01,PG,23,SAS,5,5,23.4,5.4,10.0,.540,0.4,1.4,.286,5.0,8.6,.581,.560,2.8,3.8,.737,1.0,7.6,8.6,4.8,2.2,0.8,3.0,1.8,14.0,0,127.490,104.094
281,Jamal Murray\murraja01,PG,22,DEN,6,6,32.8,6.3,14.8,.427,1.7,4.8,.345,4.7,10.0,.467,.483,4.2,4.7,.893,0.7,4.2,4.8,3.5,0.8,0.2,2.0,2.5,18.5,0,83.488,67.890
282,Džanan Musa\musadz01,SG,20,BRK,2,0,3.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.000,-7.799
283,Mike Muscala\muscami01,C,28,OKC,5,0,14.6,0.8,4.8,.167,0.2,3.6,.056,0.6,1.2,.500,.188,0.8,0.8,1.000,0.4,2.6,3.0,1.0,0.2,0.6,0.4,2.6,2.6,0,12.886,9.766
284,Sviatoslav Mykhailiuk\mykhasv01,SG,22,DET,2,0,12.0,2.0,4.0,.500,2.0,4.0,.500,0.0,0.0,,.750,0.0,0.0,,0.0,1.0,1.0,0.5,0.0,0.5,0.5,0.5,6.0,0,47.013,43.114
285,Abdel Nader\naderab01,SF,26,OKC,4,0,10.3,1.0,2.8,.364,0.8,2.0,.375,0.3,0.8,.333,.500,0.3,0.5,.500,0.3,1.5,1.8,0.3,0.0,0.0,1.3,1.0,3.0,0,10.662,0.523
286,Larry Nance\nancela02,C,27,CLE,6,0,25.7,3.7,8.3,.440,1.0,3.5,.286,2.7,4.8,.552,.500,1.3,2.0,.667,1.7,5.0,6.7,1.3,0.5,0.5,1.3,2.3,9.7,0,56.757,46.618
287,Shabazz Napier\napiesh01,PG,28,MIN,5,0,21.6,1.8,6.2,.290,1.0,4.6,.217,0.8,1.6,.500,.371,2.8,3.2,.875,0.2,2.2,2.4,4.6,1.0,0.6,2.0,0.6,7.4,0,62.530,46.933
288,Raul Neto\netora01,PG,27,PHI,4,0,4.0,1.0,1.8,.571,0.0,0.0,,1.0,1.8,.571,.571,0.0,0.0,,0.3,0.8,1.0,1.0,0.3,0.0,0.3,0.0,2.0,0,17.403,15.064
289,Georges Niang\niangge01,PF,26,UTA,6,0,9.7,1.3,2.5,.533,0.7,1.8,.364,0.7,0.7,1.000,.667,0.7,0.7,1.000,0.0,1.2,1.2,0.5,0.0,0.0,0.7,1.3,4.0,0,22.878,17.419
290,Nerlens Noel\noelne01,C,25,OKC,6,2,16.7,3.2,4.5,.704,0.0,0.0,,3.2,4.5,.704,.704,1.3,1.7,.800,1.2,3.3,4.5,1.2,0.8,1.7,1.0,2.2,7.7,0,96.876,89.078
291,Zach Norvell\norveza01,SG,22,LAL,2,0,2.5,0.0,0.5,.000,0.0,0.0,,0.0,0.5,.000,.000,0.0,0.0,,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0,-2.699,-2.699
292,Frank Ntilikina\ntilila01,PG,21,NYK,6,2,17.8,1.3,4.5,.296,0.5,2.2,.231,0.8,2.3,.357,.352,0.0,0.0,,0.3,1.5,1.8,1.8,0.8,0.2,1.0,2.0,3.2,0,26.038,18.240
293,Kendrick Nunn\nunnke01,SG,24,MIA,6,6,29.5,7.7,15.8,.484,2.7,6.0,.444,5.0,9.8,.508,.568,1.5,1.5,1.000,0.0,2.2,2.2,3.0,1.7,0.2,2.3,3.3,19.5,0,111.919,93.981
294,David Nwaba\nwabada01,SG,27,BRK,4,0,12.8,0.8,1.3,.600,0.3,0.5,.500,0.5,0.8,.667,.700,0.3,1.0,.250,0.5,2.3,2.8,0.3,0.3,0.3,1.0,1.5,2.0,0,19.724,11.925
295,Royce O'Neale\onealro01,PF,26,UTA,7,6,27.6,2.6,4.7,.545,0.9,2.1,.400,1.7,2.6,.667,.636,0.0,0.0,,0.1,3.7,3.9,2.0,0.6,0.4,1.1,3.1,6.0,0,60.900,52.322
296,Kyle O'Quinn\oquinky01,C,29,PHI,5,0,9.2,1.4,3.4,.412,0.4,1.6,.250,1.0,1.8,.556,.471,0.4,1.0,.400,1.4,2.2,3.6,1.0,0.2,0.4,0.6,1.0,3.6,0,25.011,20.332
297,Semi Ojeleye\ojelese01,PF,25,BOS,5,0,12.8,0.4,1.4,.286,0.0,0.8,.000,0.4,0.6,.667,.286,0.6,1.0,.600,0.2,1.4,1.6,0.4,0.2,0.0,0.0,0.8,1.4,0,3.261,3.261
298,Jahlil Okafor\okafoja01,C,24,NOP,6,3,17.8,4.3,6.8,.634,0.0,0.0,,4.3,6.8,.634,.634,2.2,3.2,.684,1.8,3.5,5.3,1.2,0.5,1.0,2.0,3.5,10.8,0,76.555,60.957
299,Elie Okobo\okoboel01,PG,22,PHO,3,0,3.0,1.0,1.7,.600,0.3,0.7,.500,0.7,1.0,.667,.700,0.0,0.0,,0.0,0.7,0.7,0.7,0.0,0.0,0.0,0.3,2.3,0,14.711,14.711
300,Josh Okogie\okogijo01,SG,21,MIN,5,0,22.2,3.0,5.4,.556,0.4,1.8,.222,2.6,3.6,.722,.593,2.6,3.8,.684,1.2,3.4,4.6,2.6,1.8,0.2,1.8,2.2,9.0,0,73.297,59.260
301,KZ Okpala\okpalkz01,SF,20,MIA,2,0,1.5,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.5,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0,1.319,-2.580
302,Kelly Olynyk\olynyke01,C,28,MIA,6,0,19.5,1.8,6.0,.306,1.0,4.0,.250,0.8,2.0,.417,.389,1.2,1.3,.875,1.2,4.0,5.2,1.8,0.8,0.7,1.7,3.3,5.8,0,53.600,40.342
303,Cedi Osman\osmande01,SF,24,CLE,6,6,30.0,3.3,7.5,.444,2.2,4.5,.481,1.2,3.0,.389,.589,0.5,0.7,.750,0.2,2.7,2.8,1.5,1.0,0.3,1.0,2.7,9.3,0,67.717,59.918
304,Kelly Oubre\oubreke01,SF,24,PHO,6,6,30.7,6.5,13.7,.476,1.5,4.3,.346,5.0,9.3,.536,.530,3.5,3.8,.913,1.7,4.3,6.0,1.7,1.3,0.8,1.3,3.7,18.0,0,109.409,99.270
305,Jabari Parker\parkeja01,PF,24,ATL,5,0,22.2,5.4,9.8,.551,1.4,3.6,.389,4.0,6.2,.645,.622,1.6,2.4,.667,1.0,2.8,3.8,1.0,0.4,0.2,1.8,2.8,13.8,0,65.159,51.121
306,Eric Paschall\pascher01,PF,23,GSW,6,2,27.8,5.5,9.0,.611,0.0,1.3,.000,5.5,7.7,.717,.611,2.8,3.5,.810,1.0,2.0,3.0,1.7,0.7,0.5,1.2,1.7,13.8,0,77.462,68.103
307,Patrick Patterson\pattepa01,PF,30,LAC,7,7,22.9,1.7,5.1,.333,1.4,3.9,.370,0.3,1.3,.222,.472,0.1,0.3,.500,1.0,3.1,4.1,1.4,0.3,0.1,0.6,1.7,5.0,0,31.725,27.045
308,Justin Patton\pattoju01,C,22,OKC,1,0,6.0,0.0,2.0,.000,0.0,1.0,.000,0.0,1.0,.000,.000,0.0,0.0,,0.0,2.0,2.0,0.0,0.0,0.0,1.0,3.0,0.0,0,-10.795,-18.594
309,Chris Paul\paulch01,PG,34,OKC,6,6,29.0,4.7,10.3,.452,2.2,4.5,.481,2.5,5.8,.429,.556,3.3,4.3,.769,0.3,3.3,3.7,4.5,1.5,0.0,3.2,2.2,14.8,0,90.612,65.656
310,Elfrid Payton\paytoel01,PG,25,NYK,4,3,25.5,2.8,7.3,.379,1.3,2.0,.625,1.5,5.3,.286,.466,1.3,1.5,.833,0.8,2.3,3.0,3.8,2.5,0.0,1.8,2.0,8.0,0,78.157,64.119
311,Theo Pinson\pinsoth01,SG,24,BRK,1,0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,23.122,23.122
312,Mason Plumlee\plumlma01,C,29,DEN,6,0,16.0,2.2,3.7,.591,0.0,0.2,.000,2.2,3.5,.619,.591,1.8,2.8,.647,2.2,2.8,5.0,2.7,0.5,0.5,1.0,3.0,6.2,0,53.318,45.519
313,Vincent Poirier\poirivi01,C,26,BOS,2,0,6.0,1.0,1.5,.667,0.0,0.0,,1.0,1.5,.667,.667,0.0,0.0,,0.5,0.0,0.5,0.0,0.0,0.0,0.5,1.5,2.0,0,8.644,4.745
314,Jakob Pöltl\poeltja01,C,24,SAS,6,0,15.5,1.8,3.5,.524,0.0,0.0,,1.8,3.5,.524,.524,1.2,1.8,.636,2.2,2.7,4.8,1.3,0.2,1.0,0.7,1.7,4.8,0,49.203,43.744
315,Jordan Poole\poolejo01,SG,20,GSW,6,3,25.2,3.0,10.3,.290,1.8,5.2,.355,1.2,5.2,.226,.379,1.8,1.8,1.000,0.0,1.7,1.7,1.5,0.7,0.0,1.5,2.7,9.7,0,27.937,16.238
316,Kevin Porter\porteke02,SG,19,CLE,6,0,18.0,1.7,5.5,.303,0.5,2.0,.250,1.2,3.5,.333,.348,1.5,1.5,1.000,0.5,1.8,2.3,1.3,0.2,0.7,1.3,2.7,5.3,0,32.828,22.689
317,Michael Porter\portemi01,PF,21,DEN,2,0,14.0,3.0,5.0,.600,0.5,1.5,.333,2.5,3.5,.714,.650,2.5,4.0,.625,1.0,3.0,4.0,0.5,0.0,0.0,1.0,1.0,9.0,0,28.648,20.849
318,Otto Porter\porteot01,SF,26,CHI,7,7,26.7,3.3,9.4,.348,1.3,4.1,.310,2.0,5.3,.378,.417,2.1,2.9,.750,1.1,2.6,3.7,1.7,0.9,0.3,0.9,2.3,10.0,0,42.954,35.935
319,Bobby Portis\portibo01,C,24,NYK,7,2,24.3,4.3,9.9,.435,1.0,3.0,.333,3.3,6.9,.479,.486,0.9,1.1,.750,2.3,5.4,7.7,1.4,0.6,0.4,1.1,2.6,10.4,0,61.644,53.065
320,Kristaps Porziņģis\porzikr01,PF,24,DAL,6,6,32.3,7.2,16.7,.430,2.5,6.5,.385,4.7,10.2,.459,.505,3.7,5.3,.688,1.2,7.0,8.2,2.2,0.3,2.7,2.3,3.5,20.5,0,129.435,111.497
321,Dwight Powell\poweldw01,PF,28,DAL,3,3,22.0,3.3,5.7,.588,0.3,1.0,.333,3.0,4.7,.643,.618,2.0,3.3,.600,1.7,2.7,4.3,0.0,0.3,0.0,2.0,2.0,9.0,0,30.612,15.015
322,Norman Powell\powelno01,SG,26,TOR,6,0,24.3,2.7,6.8,.390,1.2,4.0,.292,1.5,2.8,.529,.476,1.2,1.5,.778,0.5,3.7,4.2,1.5,1.0,0.0,1.8,1.5,7.7,0,46.107,32.069
323,Julius Randle\randlju01,PF,25,NYK,7,7,33.4,5.4,13.0,.418,0.1,2.6,.056,5.3,10.4,.507,.423,2.4,4.0,.607,3.3,7.1,10.4,4.6,0.7,0.1,4.1,2.9,13.4,0,54.667,22.691
324,Cam Reddish\reddica01,SF,20,ATL,5,5,25.2,1.8,8.6,.209,0.2,3.6,.056,1.6,5.0,.320,.221,1.4,1.6,.875,0.6,4.0,4.6,2.2,1.6,0.2,2.0,1.8,5.2,0,24.532,8.934
325,J.J. Redick\redicjj01,SG,35,NOP,6,4,24.3,3.3,8.7,.385,2.5,6.3,.395,0.8,2.3,.357,.529,1.2,1.5,.778,0.3,1.3,1.7,1.7,0.2,0.3,2.0,1.3,10.3,0,48.361,32.763
326,Josh Richardson\richajo01,SG,26,PHI,5,5,33.6,5.0,12.6,.397,1.0,4.6,.217,4.0,8.0,.500,.437,3.0,3.4,.882,1.0,3.0,4.0,3.6,1.6,1.2,3.2,3.2,14.0,0,97.189,72.233
327,Austin Rivers\riverau01,SG,27,HOU,6,0,17.3,2.2,5.0,.433,1.2,3.5,.333,1.0,1.5,.667,.550,0.5,1.0,.500,0.3,1.5,1.8,1.3,0.0,0.0,0.3,2.5,6.0,0,22.458,20.118
328,Duncan Robinson\robindu01,PF,25,MIA,6,2,22.3,4.2,7.5,.556,2.8,5.7,.500,1.3,1.8,.727,.744,0.2,0.2,1.000,0.0,2.2,2.2,0.5,0.2,0.8,0.7,1.5,11.3,0,84.706,79.247
329,Glenn Robinson\robingl02,SF,26,GSW,6,6,29.3,4.2,9.0,.463,1.0,2.8,.353,3.2,6.2,.514,.519,1.5,1.7,.900,2.5,3.3,5.8,1.5,1.0,0.3,1.0,1.8,10.8,0,70.463,62.665
330,Jerome Robinson\robinje01,SG,22,LAC,4,0,6.0,1.3,2.5,.500,0.5,1.0,.500,0.8,1.5,.500,.600,0.0,0.0,,0.0,1.0,1.0,0.8,0.0,0.0,1.3,0.5,3.0,0,16.414,6.276
331,Justin Robinson\robinju01,PG,22,WAS,2,0,5.0,1.0,2.0,.500,0.5,0.5,1.000,0.5,1.5,.333,.625,0.0,0.0,,0.5,1.0,1.5,1.0,0.0,0.0,1.0,0.0,2.5,0,17.833,10.034
332,Mitchell Robinson\robinmi01,C,21,NYK,6,5,19.2,4.2,5.8,.714,0.0,0.0,,4.2,5.8,.714,.714,1.8,2.5,.733,3.2,3.2,6.3,0.5,0.8,2.2,0.8,3.5,10.2,0,116.384,110.145
333,Derrick Rose\rosede01,PG,31,DET,6,0,25.0,8.3,14.8,.562,0.2,0.7,.250,8.2,14.2,.576,.567,4.0,4.5,.889,0.3,1.2,1.5,6.3,1.0,0.5,3.8,1.3,20.8,0,117.770,88.134
334,Terrence Ross\rosste01,SG,28,ORL,6,0,22.0,3.0,11.0,.273,1.3,6.8,.195,1.7,4.2,.400,.333,1.3,1.5,.889,0.5,2.8,3.3,1.3,1.0,0.2,1.5,1.8,8.7,0,24.789,13.090
335,Terry Rozier\roziete01,PG,25,CHO,6,6,31.0,5.7,13.2,.430,2.0,5.7,.353,3.7,7.5,.489,.506,2.7,3.7,.727,0.5,3.5,4.0,5.8,1.0,0.5,3.3,3.0,16.0,0,91.928,66.192
336,Ricky Rubio\rubiori01,PG,29,PHO,5,5,32.4,3.4,9.6,.354,0.6,2.0,.300,2.8,7.6,.368,.385,3.6,4.4,.818,0.8,5.6,6.4,8.2,2.2,0.0,2.8,3.4,11.0,0,92.170,70.333
337,D'Angelo Russell\russeda01,SG,23,GSW,5,5,30.4,6.4,16.6,.386,2.2,7.0,.314,4.2,9.6,.438,.452,4.0,5.6,.714,0.4,3.2,3.6,6.4,0.0,0.2,2.0,1.4,19.0,0,58.431,42.833
338,Domantas Sabonis\sabondo01,C,23,IND,5,5,36.2,9.0,15.8,.570,0.6,1.4,.429,8.4,14.4,.583,.589,3.2,3.6,.889,3.0,8.4,11.4,2.6,0.6,0.6,2.6,3.8,21.8,0,130.342,110.065
339,JaKarr Sampson\sampsja02,SF,26,IND,2,1,15.0,2.0,5.5,.364,0.0,1.0,.000,2.0,4.5,.444,.364,0.0,2.0,.000,1.0,1.5,2.5,0.0,0.0,1.0,1.0,2.0,4.0,0,-2.584,-10.382
340,Dario Šarić\saricda01,PF,25,PHO,6,6,27.3,3.7,9.0,.407,1.3,4.0,.333,2.3,5.0,.467,.481,0.8,1.3,.625,1.5,5.0,6.5,2.3,1.5,0.3,1.0,2.0,9.5,0,70.098,62.299
341,Tomáš Satoranský\satorto01,PG,28,CHI,7,7,25.7,2.1,5.9,.366,0.9,2.3,.375,1.3,3.6,.360,.439,1.3,1.3,1.000,0.9,1.1,2.0,5.3,1.1,0.3,1.7,2.0,6.4,0,65.521,52.263
342,Admiral Schofield\schofad01,SF,22,WAS,4,0,12.3,1.8,2.5,.700,1.0,1.8,.571,0.8,0.8,1.000,.900,1.0,1.0,1.000,0.5,1.3,1.8,0.3,0.0,0.0,0.0,0.5,5.5,0,36.725,36.725
343,Dennis Schröder\schrode01,PG,26,OKC,6,0,28.7,5.8,13.5,.432,1.0,4.0,.250,4.8,9.5,.509,.469,2.3,3.2,.737,1.0,5.0,6.0,4.0,1.3,0.3,2.5,3.3,15.0,0,78.378,58.881
344,Mike Scott\scottmi01,PF,31,PHI,5,0,16.4,2.8,5.6,.500,1.4,3.6,.389,1.4,2.0,.700,.625,0.8,0.8,1.000,0.8,2.2,3.0,1.0,0.0,0.0,0.4,2.4,7.8,0,42.345,39.226
345,Thabo Sefolosha\sefolth01,SF,35,HOU,5,0,12.6,0.6,2.6,.231,0.4,2.0,.200,0.2,0.6,.333,.308,0.0,0.0,,1.2,2.4,3.6,1.2,0.4,0.4,0.8,1.0,1.6,0,26.196,19.957
346,Collin Sexton\sextoco01,PG,21,CLE,6,6,30.3,6.5,15.2,.429,1.7,4.8,.345,4.8,10.3,.468,.484,2.2,3.0,.722,0.7,2.8,3.5,2.0,0.5,0.0,2.0,2.2,16.8,0,49.983,34.386
